VenueType,Venue,Year,DOI,pages
Conference,ICSE,2021,10.1109/ICSE43902.2021.00034,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00035,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00036,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00037,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00038,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00039,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00040,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00015,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00041,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00042,11
Conference,ICSE,2021,10.1109/ICSE43902.2021.00043,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00044,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00045,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00046,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00047,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00048,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00049,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00050,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00016,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00051,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00052,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00053,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00054,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00055,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00056,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00057,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00058,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00059,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00060,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00017,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00061,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00062,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00063,11
Conference,ICSE,2021,10.1109/ICSE43902.2021.00064,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00065,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00066,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00067,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00068,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00069,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00018,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00070,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00071,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00072,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00073,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00074,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00075,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00076,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00077,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00078,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00079,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00019,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00080,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00081,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00082,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00083,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00084,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00085,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00086,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00087,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00088,11
Conference,ICSE,2021,10.1109/ICSE43902.2021.00089,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00020,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00090,11
Conference,ICSE,2021,10.1109/ICSE43902.2021.00091,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00092,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00093,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00094,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00095,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00096,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00097,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00098,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00021,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00099,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00100,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00101,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00102,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00103,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00104,12
Conference,ICSE,2021,10.1109/ICSE43902.2021.00105,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00106,13
Conference,ICSE,2021,10.1109/ICSE43902.2021.00107,13
Conference,ICSE,2022,10.1145/3510003.3510208,12
Conference,ICSE,2022,10.1145/351003.3510111,13
Conference,ICSE,2022,10.1145/3510003.3510210,12
Conference,ICSE,2022,10.1145/3510003.3510105,11
Conference,ICSE,2022,10.1145/3510003.3510218,12
Conference,ICSE,2022,10.1145/3510003.3510136,13
Conference,ICSE,2022,10.1145/3510003.3510085,12
Conference,ICSE,2022,10.1145/3510003.3510232,13
Conference,ICSE,2022,10.1145/3510003.3510199,13
Conference,ICSE,2022,10.1145/3510003.3510081,13
Conference,ICSE,2022,10.1145/3510003.3510079,13
Conference,ICSE,2022,10.1145/3510003.3510074,13
Conference,ICSE,2022,10.1145/3510003.3510158,12
Conference,ICSE,2022,10.1145/3510003.3510224,13
Conference,ICSE,2022,10.1145/3510003.3510149,12
Conference,ICSE,2022,10.1145/3510003.3510150,12
Conference,ICSE,2022,10.1145/3510003.3510157,13
Conference,ICSE,2022,10.1145/3510003.3510102,12
Conference,ICSE,2022,10.1145/3510003.3510068,13
Conference,ICSE,2022,10.1145/3510003.3510093,12
Conference,ICSE,2022,10.1145/3510003.3510067,12
Conference,ICSE,2022,10.1145/3510003.3510182,13
Conference,ICSE,2022,10.1145/3510003.3510619,12
Conference,ICSE,2022,10.1145/3510003.3512765,13
Conference,ICSE,2022,10.1145/3510003.3510062,12
Conference,ICSE,2022,10.1145/3510003.3510108,13
Conference,ICSE,2022,10.1145/3510003.3510132,13
Conference,ICSE,2022,10.1145/3510003.3510200,13
Conference,ICSE,2022,10.1145/3510003.3510080,12
Conference,ICSE,2022,10.1145/3510003.3510065,13
Conference,ICSE,2022,10.1145/3510003.3510114,13
Conference,ICSE,2022,10.1145/3510003.3510159,12
Conference,ICSE,2022,10.1145/3510003.3510140,13
Conference,ICSE,2022,10.1145/3510003.3510172,12
Conference,ICSE,2022,10.1145/3510003.3510209,13
Conference,ICSE,2022,10.1145/3510003.3510151,12
Conference,ICSE,2022,10.1145/3510003.3510628,13
Conference,ICSE,2022,10.1145/3510003.3510078,11
Conference,ICSE,2022,10.1145/3510003.3510084,12
Conference,ICSE,2022,10.1145/3510003.3510178,13
Conference,ICSE,2022,10.1145/3510003.3510125,12
Conference,ICSE,2022,10.1145/3510003.3510220,12
Conference,ICSE,2022,10.1145/3510003.3510177,13
Conference,ICSE,2022,10.1145/3510003.3510051,12
Conference,ICSE,2022,10.1145/3510003.3510064,13
Conference,ICSE,2022,10.1145/3510003.3512759,12
Conference,ICSE,2022,10.1145/3510003.3510071,12
Conference,ICSE,2022,10.1145/3510003.3510099,13
Conference,ICSE,2022,10.1145/3510003.3510095,12
Conference,ICSE,2022,10.1145/3510003.3510231,12
Conference,ICSE,2022,10.1145/3510003.3510171,13
Conference,ICSE,2022,10.1145/3510003.3510180,12
Conference,ICSE,2022,10.1145/3510003.3512760,12
Conference,ICSE,2022,10.1145/3510003.3510045,12
Conference,ICSE,2022,10.1145/3510003.3510126,13
Conference,ICSE,2022,10.1145/3510003.3510142,13
Conference,ICSE,2022,10.1145/3510003.3510058,13
Conference,ICSE,2022,10.1145/3510003.3510214,12
Conference,ICSE,2022,10.1145/3510003.3510135,13
Conference,ICSE,2022,10.1145/3510003.3510225,13
Conference,ICSE,2022,10.1145/3510003.3510138,13
Conference,ICSE,2022,10.1145/3510003.3510201,12
Conference,ICSE,2022,10.1145/3510003.3510097,12
Conference,ICSE,2022,10.1145/3510003.3510054,12
Conference,ICSE,2022,10.1145/3510003.3510165,13
Conference,ICSE,2022,10.1145/3510003.3510188,12
Conference,ICSE,2022,10.1145/3510003.3510145,12
Conference,ICSE,2022,10.1145/3510003.3510088,12
Conference,ICSE,2022,10.1145/3510003.3510089,12
Conference,ICSE,2022,10.1145/3510003.3510112,12
Conference,ICSE,2022,10.1145/3510003.3510137,12
Conference,ICSE,2022,10.1145/3510003.3510047,13
Conference,ICSE,2022,10.1145/3510003.3510169,13
Conference,ICSE,2022,10.1145/3510003.3510202,12
Conference,ICSE,2022,10.1145/3510003.3510087,13
Conference,ICSE,2022,10.1145/3510003.3510046,12
Conference,ICSE,2022,10.1145/3510003.3510042,12
Conference,ICSE,2022,10.1145/3510003.3510073,12
Conference,ICSE,2022,10.1145/3510003.3510069,12
Conference,ICSE,2022,10.1145/3510003.3510194,13
Conference,ICSE,2022,10.1145/3510003.3510041,13
Conference,ICSE,2022,10.1145/3510003.3510120,13
Conference,ICSE,2022,10.1145/3510003.3510107,12
Conference,ICSE,2022,10.1145/3510003.3510129,12
Conference,ICSE,2022,10.1145/3510003.3510048,13
Conference,ICSE,2022,10.1145/3510003.3510116,12
Conference,ICSE,2022,10.1145/3510003.3510228,12
Conference,ICSE,2022,10.1145/3510003.3510221,13
Conference,ICSE,2022,10.1145/3510003.3510101,12
Conference,ICSE,2022,10.1145/3510003.3510156,13
Conference,ICSE,2022,10.1145/3510003.3510139,13
Conference,ICSE,2022,10.1145/3510003.3510059,12
Conference,ICSE,2022,10.1145/3510003.3510109,12
Conference,ICSE,2022,10.1145/3510003.3519016,12
Conference,ICSE,2022,10.1145/3510003.3510147,12
Conference,ICSE,2022,10.1145/3510003.3510206,12
Conference,ICSE,2022,10.1145/3510003.3510176,13
Conference,ICSE,2022,10.1145/3510003.3510115,13
Conference,ICSE,2022,10.1145/3510003.3510203,13
Journal,TSE,2022,10.1109/TSE.2019.2962027,36
Journal,TSE,2022,10.1109/TSE.2020.2976920,16
Journal,TSE,2022,10.1109/TSE.2020.2977016,16
Journal,TSE,2022,10.1109/TSE.2020.2977907,13
Journal,TSE,2022,10.1109/TSE.2020.2978819,20
Journal,TSE,2022,10.1109/TSE.2020.2979701,18
Journal,TSE,2022,10.1109/TSE.2020.2981310,15
Journal,TSE,2022,10.1109/TSE.2020.2981898,15
Journal,TSE,2022,10.1109/TSE.2020.2982154,16
Journal,TSE,2022,10.1109/TSE.2020.2982385,20
Journal,TSE,2022,10.1109/TSE.2020.2982638,23
Journal,TSE,2022,10.1109/TSE.2020.2983399,16
Journal,TSE,2022,10.1109/TSE.2020.2984086,16
Journal,TSE,2022,10.1109/TSE.2020.2984173,19
Journal,TSE,2022,10.1109/TSE.2020.2985093,18
Journal,TSE,2022,10.1109/TSE.2020.2986415,17
Journal,TSE,2022,10.1109/TSE.2020.2987377,14
Journal,TSE,2022,10.1109/TSE.2020.2987862,18
Journal,TSE,2022,10.1109/TSE.2020.2989002,19
Journal,TSE,2022,10.1109/TSE.2020.2989171,18
Journal,TSE,2022,10.1109/TSE.2021.3102982,21
Journal,TSE,2022,10.1109/TSE.2021.3104732,16
Journal,TSE,2022,10.1109/TSE.2021.3105037,18
Journal,TSE,2022,10.1109/TSE.2021.3105556,19
Journal,TSE,2022,10.1109/TSE.2021.3106247,18
Journal,TSE,2022,10.1109/TSE.2021.3106280,25
Journal,TSE,2022,10.1109/TSE.2021.3106589,29
Journal,TSE,2022,10.1109/TSE.2021.3106572,15
Journal,TSE,2022,10.1109/TSE.2021.3106964,23
Journal,TSE,2022,10.1109/TSE.2021.3107634,13
Journal,TSE,2022,10.1109/TSE.2021.3107680,27
Journal,TSE,2022,10.1109/TSE.2021.3108032,14
Journal,TSE,2022,10.1109/TSE.2021.3108162,15
Journal,TSE,2022,10.1109/TSE.2021.3108935,19
Journal,TSE,2022,10.1109/TSE.2021.3109617,14
Journal,TSE,2022,10.1109/TSE.2021.3109842,12
Journal,TSE,2022,10.1109/TSE.2021.3109563,27
Journal,TSE,2022,10.1109/TSE.2021.3110191,19
Journal,TSE,2022,10.1109/TSE.2021.3111169,14
Journal,TSE,2022,10.1109/TSE.2021.3112503,13
Journal,TSE,2022,10.1109/TSE.2021.3112204,13
Journal,TSE,2022,10.1109/TSE.2021.3113859,19
Journal,TSE,2022,10.1109/TSE.2021.3113920,33
Journal,TSE,2022,10.1109/TSE.2021.3113940,15
Journal,TSE,2022,10.1109/TSE.2021.3114353,14
Journal,TSE,2022,10.1109/TSE.2021.3114381,33
Journal,TSE,2022,10.1109/TSE.2021.3115772,15
Journal,TSE,2022,10.1109/TSE.2021.3113558,20
Journal,TSE,2022,10.1109/TSE.2021.3115506,25
Journal,TSE,2022,10.1109/TSE.2021.3116768,17
Journal,TSE,2022,10.1109/TSE.2021.3116808,28
Journal,TSE,2022,10.1109/TSE.2021.3117023,20
Journal,TSE,2022,10.1109/TSE.2021.3117515,18
Journal,TSE,2022,10.1109/TSE.2021.3117590,23
Journal,TSE,2022,10.1109/TSE.2021.3117966,17
Journal,TSE,2022,10.1109/TSE.2021.3119012,14
Journal,TSE,2022,10.1109/TSE.2021.3119186,22
Journal,TSE,2022,10.1109/TSE.2021.3119721,14
Journal,TSE,2022,10.1109/TSE.2021.3119771,18
Journal,TSE,2022,10.1109/TSE.2021.3119980,20
Journal,TSE,2022,10.1109/TSE.2021.3120203,16
Journal,TSE,2022,10.1109/TSE.2021.3120213,20
Journal,TSE,2022,10.1109/TSE.2021.3120367,14
Journal,TSE,2022,10.1109/TSE.2021.3120680,18
Journal,TSE,2022,10.1109/TSE.2021.3121253,16
Journal,TSE,2022,10.1109/TSE.2021.3121994,21
Journal,TSE,2022,10.1109/TSE.2021.3123143,21
Journal,TSE,2022,10.1109/TSE.2021.3123170,19
Journal,TSE,2022,10.1109/TSE.2021.3124006,17
Journal,TSE,2022,10.1109/TSE.2021.3124332,28
Journal,TSE,2022,10.1109/TSE.2021.3124677,17
Journal,TSE,2022,10.1109/TSE.2021.3125203,25
Journal,TSE,2022,10.1109/TSE.2021.3124323,16
Journal,TSE,2022,10.1109/TSE.2021.3124795,29
Journal,TSE,2022,10.1109/TSE.2021.3125720,27
Journal,TSE,2022,10.1109/TSE.2021.3127131,13
Journal,TSE,2022,10.1109/TSE.2021.3127350,16
Journal,TSE,2022,10.1109/TSE.2021.3128234,20
Journal,TSE,2022,10.1109/TSE.2021.3128356,19
Journal,TSE,2022,10.1109/TSE.2021.3128820,16
Journal,TSE,2022,10.1109/TSE.2021.3129165,19
Journal,TSE,2022,10.1109/TSE.2021.3129355,15
Journal,TSE,2022,10.1109/TSE.2021.3129688,18
Journal,TSE,2022,10.1109/TSE.2021.3129889,22
Journal,TSE,2022,10.1109/TSE.2021.3130088,17
Journal,TSE,2022,10.1109/TSE.2021.3130098,22
Journal,TSE,2022,10.1109/TSE.2021.3131529,21
Journal,TSE,2022,10.1109/TSE.2021.3131548,23
Journal,TSE,2022,10.1109/TSE.2021.3131950,20
Journal,TSE,2022,10.1109/TSE.2021.3135465,18
Journal,TSE,2022,10.1109/TSE.2021.3135875,19
Journal,TSE,2022,10.1109/TSE.2021.3136169,15
Journal,TSE,2022,10.1109/TSE.2021.3137929,18
Journal,TSE,2022,10.1109/TSE.2021.3138735,16
Journal,TSE,2022,10.1109/TSE.2021.3139216,12
Journal,TSE,2022,10.1109/TSE.2021.3139961,10
Journal,TSE,2022,10.1109/TSE.2022.3140230,18
Journal,TSE,2022,10.1109/TSE.2022.3140599,12
Journal,TSE,2022,10.1109/TSE.2022.3141758,24
Journal,TSE,2022,10.1109/TSE.2020.2981317,13
Journal,TSE,2022,10.1109/TSE.2020.2988241,20
Journal,TSE,2022,10.1109/TSE.2020.2989506,20
Journal,TSE,2022,10.1109/TSE.2020.2988396,15
Journal,TSE,2022,10.1109/TSE.2020.2991699,21
Journal,TSE,2022,10.1109/TSE.2020.2992428,13
Journal,TSE,2022,10.1109/TSE.2020.2989666,19
Journal,TSE,2022,10.1109/TSE.2020.2993758,17
Journal,TSE,2022,10.1109/TSE.2020.2994006,17
Journal,TSE,2022,10.1109/TSE.2020.2995736,19
Journal,TSE,2022,10.1109/TSE.2020.2996033,13
Journal,TSE,2022,10.1109/TSE.2020.2996433,20
Journal,TSE,2022,10.1109/TSE.2020.2996975,14
Journal,TSE,2022,10.1109/TSE.2020.2998503,32
Journal,TSE,2022,10.1109/TSE.2020.2998527,20
Journal,TSE,2022,10.1109/TSE.2020.2998785,25
Journal,TSE,2022,10.1109/TSE.2020.2999364,16
Journal,TSE,2022,10.1109/TSE.2020.2999534,13
Journal,TSE,2022,10.1109/TSE.2020.2999884,22
Journal,TSE,2022,10.1109/TSE.2020.3000520,19
Journal,TSE,2022,10.1109/TSE.2020.3001257,23
Journal,TSE,2022,10.1109/TSE.2020.3001339,18
Journal,TSE,2022,10.1109/TSE.2020.3001512,13
Journal,TSE,2022,10.1109/TSE.2020.3001739,17
Journal,TSE,2022,10.1109/TSE.2020.3002496,16
Journal,TSE,2022,10.1109/TSE.2020.3003413,16
Journal,TSE,2022,10.1109/TSE.2020.3004525,13
Journal,TSE,2022,10.1109/TSE.2020.3004892,16
Journal,TSE,2022,10.1109/TSE.2020.3005995,15
Journal,TSE,2022,10.1109/TSE.2020.3007554,14
Journal,TSE,2022,10.1109/TSE.2020.3007560,17
Journal,TSE,2022,10.1109/TSE.2020.3007664,20
Journal,TSE,2022,10.1109/TSE.2020.3007722,21
Journal,TSE,2022,10.1109/TSE.2020.3008850,22
Journal,TSE,2022,10.1109/TSE.2020.3008852,28
Journal,TSE,2022,10.1109/TSE.2020.3009698,17
Journal,TSE,2022,10.1109/TSE.2020.3010045,12
Journal,TSE,2022,10.1109/TSE.2020.3010317,37
Journal,TSE,2022,10.1109/TSE.2020.3010361,30
Journal,TSE,2022,10.1109/TSE.2020.3011388,18
Journal,TSE,2022,10.1109/TSE.2020.3013438,23
Journal,TSE,2022,10.1109/TSE.2020.3013716,16
Journal,TSE,2022,10.1109/TSE.2020.3014394,15
Journal,TSE,2022,10.1109/TSE.2020.3014960,16
Journal,TSE,2022,10.1109/TSE.2020.3016006,27
Journal,TSE,2022,10.1109/TSE.2020.3016778,16
Journal,TSE,2022,10.1109/TSE.2020.3017336,21
Journal,TSE,2022,10.1109/TSE.2020.3017794,19
Journal,TSE,2022,10.1109/TSE.2020.3018481,22
Journal,TSE,2022,10.1109/TSE.2020.3017514,19
Journal,TSE,2022,10.1109/TSE.2020.3018726,27
Journal,TSE,2022,10.1109/TSE.2020.3019406,15
Journal,TSE,2022,10.1109/TSE.2020.3019892,18
Journal,TSE,2022,10.1109/TSE.2020.3020013,16
Journal,TSE,2022,10.1109/TSE.2020.3020502,15
Journal,TSE,2022,10.1109/TSE.2020.3021380,17
Journal,TSE,2022,10.1109/TSE.2020.3021477,15
Journal,TSE,2022,10.1109/TSE.2020.3021736,19
Journal,TSE,2022,10.1109/TSE.2020.3022212,12
Journal,TSE,2022,10.1109/TSE.2020.3021902,17
Journal,TSE,2022,10.1109/TSE.2020.3023177,17
Journal,TSE,2022,10.1109/TSE.2020.3023664,18
Journal,TSE,2022,10.1109/TSE.2020.3023735,14
Journal,TSE,2022,10.1109/TSE.2020.3023955,16
Journal,TSE,2022,10.1109/TSE.2020.3024215,15
Journal,TSE,2022,10.1109/TSE.2020.3024814,19
Journal,TSE,2022,10.1109/TSE.2020.3025317,13
Journal,TSE,2022,10.1109/TSE.2020.3025443,18
Journal,TSE,2022,10.1109/TSE.2020.3025732,20
Journal,TSE,2022,10.1109/TSE.2020.3027255,14
Journal,TSE,2022,10.1109/TSE.2020.3027522,21
Journal,TSE,2022,10.1109/TSE.2020.3030745,11
Journal,TSE,2022,10.1109/TSE.2020.3031401,16
Journal,TSE,2022,10.1109/TSE.2020.3032064,13
Journal,TSE,2022,10.1109/TSE.2020.3032557,17
Journal,TSE,2022,10.1109/TSE.2020.3032986,21
Journal,TSE,2022,10.1109/TSE.2020.3034721,28
Journal,TSE,2022,10.1109/TSE.2020.3036108,29
Journal,TSE,2022,10.1109/TSE.2020.3038681,18
Journal,TSE,2022,10.1109/TSE.2020.3038802,16
Journal,TSE,2022,10.1109/TSE.2020.3038881,19
Journal,TSE,2022,10.1109/TSE.2020.3040554,15
Journal,TSE,2022,10.1109/TSE.2020.3040793,15
Journal,TSE,2022,10.1109/TSE.2020.3040935,22
Journal,TSE,2022,10.1109/TSE.2020.3042553,24
Journal,TSE,2022,10.1109/TSE.2020.3042610,18
Journal,TSE,2022,10.1109/TSE.2020.3042747,18
Journal,TSE,2022,10.1109/TSE.2020.3044532,14
Journal,TSE,2022,10.1109/TSE.2020.3045914,15
Journal,TSE,2022,10.1109/TSE.2020.3047072,16
Journal,TSE,2022,10.1109/TSE.2020.3047088,18
Journal,TSE,2022,10.1109/TSE.2020.3047766,12
Journal,TSE,2022,10.1109/TSE.2020.3048335,13
Journal,TSE,2022,10.1109/TSE.2020.3048991,13
Journal,TSE,2022,10.1109/TSE.2021.3049735,20
Journal,TSE,2022,10.1109/TSE.2021.3051492,19
Journal,TSE,2022,10.1109/TSE.2021.3051898,23
Journal,TSE,2022,10.1109/TSE.2021.3052177,13
Journal,TSE,2022,10.1109/TSE.2021.3052987,16
Journal,TSE,2022,10.1109/TSE.2021.3053111,16
Journal,TSE,2022,10.1109/TSE.2021.3053403,16
Journal,TSE,2022,10.1109/TSE.2021.3054928,19
Journal,TSE,2022,10.1109/TSE.2021.3055123,16
Journal,TSE,2022,10.1109/TSE.2021.3056139,21
Journal,TSE,2022,10.1109/TSE.2021.3056941,17
Journal,TSE,2022,10.1109/TSE.2021.3057163,15
Journal,TSE,2022,10.1109/TSE.2021.3057720,18
Journal,TSE,2022,10.1109/TSE.2021.3057767,22
Journal,TSE,2022,10.1109/TSE.2021.3057853,22
Journal,TSE,2022,10.1109/TSE.2021.3058671,20
Journal,TSE,2022,10.1109/TSE.2021.3058985,17
Journal,TSE,2022,10.1109/TSE.2021.3059481,23
Journal,TSE,2022,10.1109/TSE.2021.3059885,18
Journal,TSE,2022,10.1109/TSE.2021.3059907,22
Journal,TSE,2022,10.1109/TSE.2021.3060068,16
Journal,TSE,2022,10.1109/TSE.2021.3060344,21
Journal,TSE,2022,10.1109/TSE.2021.3060918,19
Journal,TSE,2022,10.1109/TSE.2021.3061527,15
Journal,TSE,2022,10.1109/TSE.2021.3062968,16
Journal,TSE,2022,10.1109/TSE.2021.3063220,15
Journal,TSE,2022,10.1109/TSE.2021.3063727,16
Journal,TSE,2022,10.1109/TSE.2021.3064447,13
Journal,TSE,2022,10.1109/TSE.2021.3064953,14
Journal,TSE,2022,10.1109/TSE.2021.3065584,22
Journal,TSE,2022,10.1109/TSE.2021.3065950,23
Journal,TSE,2022,10.1109/TSE.2021.3066330,14
Journal,TSE,2022,10.1109/TSE.2021.3067061,15
Journal,TSE,2022,10.1109/TSE.2021.3067156,22
Journal,TSE,2022,10.1109/TSE.2021.3067652,15
Journal,TSE,2022,10.1109/TSE.2021.3068901,14
Journal,TSE,2022,10.1109/TSE.2021.3069039,23
Journal,TSE,2022,10.1109/TSE.2021.3069192,16
Journal,TSE,2022,10.1109/TSE.2021.3069958,13
Journal,TSE,2022,10.1109/TSE.2021.3069978,23
Journal,TSE,2022,10.1109/TSE.2021.3070269,18
Journal,TSE,2022,10.1109/TSE.2021.3070480,12
Journal,TSE,2022,10.1109/TSE.2021.3070559,22
Journal,TSE,2022,10.1109/TSE.2021.3070549,21
Journal,TSE,2022,10.1109/TSE.2021.3070692,22
Journal,TSE,2022,10.1109/TSE.2021.3071193,26
Journal,TSE,2022,10.1109/TSE.2021.3071473,15
Journal,TSE,2022,10.1109/TSE.2021.3071750,19
Journal,TSE,2022,10.1109/TSE.2021.3073242,16
Journal,TSE,2022,10.1109/TSE.2021.3073773,14
Journal,TSE,2022,10.1109/TSE.2021.3073920,18
Journal,TSE,2022,10.1109/TSE.2021.3074309,23
Journal,TSE,2022,10.1109/TSE.2021.3075215,15
Journal,TSE,2022,10.1109/TSE.2021.3076179,19
Journal,TSE,2022,10.1109/TSE.2021.3077654,22
Journal,TSE,2022,10.1109/TSE.2021.3078342,21
Journal,TSE,2022,10.1109/TSE.2021.3078384,16
Journal,TSE,2022,10.1109/TSE.2021.3079841,14
Journal,TSE,2022,10.1109/TSE.2021.3080666,14
Journal,TSE,2022,10.1109/TSE.2021.3081171,14
Journal,TSE,2022,10.1109/TSE.2021.3082068,14
Journal,TSE,2022,10.1109/TSE.2021.3082074,26
Journal,TSE,2022,10.1109/TSE.2021.3083360,21
Journal,TSE,2022,10.1109/TSE.2021.3083321,21
Journal,TSE,2022,10.1109/TSE.2021.3083715,15
Journal,TSE,2022,10.1109/TSE.2021.3086494,26
Journal,TSE,2022,10.1109/TSE.2021.3087087,12
Journal,TSE,2022,10.1109/TSE.2021.3087402,17
Journal,TSE,2022,10.1109/TSE.2021.3087419,13
Journal,TSE,2022,10.1109/TSE.2021.3087792,16
Journal,TSE,2022,10.1109/TSE.2021.3087906,16
Journal,TSE,2022,10.1109/TSE.2021.3088759,19
Journal,TSE,2022,10.1109/TSE.2021.3092692,17
Journal,TSE,2022,10.1109/TSE.2021.3092705,16
Journal,TSE,2022,10.1109/TSE.2021.3092813,16
Journal,TSE,2022,10.1109/TSE.2021.3093246,13
Journal,TSE,2022,10.1109/TSE.2021.3093761,19
Journal,TSE,2022,10.1109/TSE.2021.3093926,25
Journal,TSE,2022,10.1109/TSE.2021.3094171,18
Journal,TSE,2022,10.1109/TSE.2021.3095716,21
Journal,TSE,2022,10.1109/TSE.2021.3098242,18
Journal,TSE,2022,10.1109/TSE.2021.3099532,16
Journal,TSE,2022,10.1109/TSE.2021.3100858,14
Journal,TSE,2022,10.1109/TSE.2021.3101130,19
Journal,TSE,2022,10.1109/TSE.2021.3101192,20
Journal,TSE,2022,10.1109/TSE.2021.3101478,20
Journal,TSE,2022,10.1109/TSE.2021.3101739,13
Journal,TSE,2022,10.1109/TSE.2021.3101732,14
Journal,TSE,2022,10.1109/TSE.2021.3101870,24
Journal,TSE,2022,10.1109/TSE.2021.3101818,22
Journal,TSE,2022,10.1109/TSE.2021.3102221,30
Journal,EMSE,2022,10.1007/s10664-020-09930-8,43
Journal,EMSE,2022,10.1007/s10664-021-10009-1,42
Journal,EMSE,2022,10.1007/s10664-021-10012-6,41
Journal,EMSE,2022,10.1007/s10664-021-10013-5,41
Journal,EMSE,2022,10.1007/s10664-021-10017-1,38
Journal,EMSE,2022,10.1007/s10664-021-10020-6,43
Journal,EMSE,2022,10.1007/s10664-021-10027-z,43
Journal,EMSE,2022,10.1007/s10664-021-10028-y,32
Journal,EMSE,2022,10.1007/s10664-021-10029-x,39
Journal,EMSE,2022,10.1007/s10664-021-10033-1,35
Journal,EMSE,2022,10.1007/s10664-021-10034-0,53
Journal,EMSE,2022,10.1007/s10664-021-10035-z,40
Journal,EMSE,2022,10.1007/s10664-021-10036-y,26
Journal,EMSE,2022,10.1007/s10664-021-10040-2,32
Journal,EMSE,2022,10.1007/s10664-021-10043-z,56
Journal,EMSE,2022,10.1007/s10664-021-10044-y,63
